# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0001957 -1.90000 10.01703 0.8370794058 2.4310342924    0.762  2.696  3.6780  1.288    8  0.524  0.438    10.35     7.74     5.41     4.21     3.40  3 -5.35e-08      0.00 7.503e-01 2.496e-01 2.681e-05 2.025e-05 8.159e-05 -1.000 1.364e-04 -1.970 -1.904 -1.408 -2.570
0.0001957 -1.90000 10.01703 0.8370798230 2.4310344239    0.752  2.783  3.6713  1.168    8  0.524  0.438    13.29     9.58     6.63     5.17     4.19  2  -7.1e-08      0.00 7.503e-01 2.496e-01 2.681e-05 2.025e-05 8.159e-05 -1.000 1.364e-04 -2.189 -2.103 -1.573 -2.796
0.0001957 -1.90000 10.01703 0.8370802999 2.4310345741    0.741  2.968  3.6573  0.921    8  0.525  0.438    22.40    14.92    10.11     7.95     6.45  2 -1.35e-07      0.00 7.503e-01 2.496e-01 2.681e-05 2.025e-05 8.159e-05 -1.000 1.365e-04 -2.650 -2.508 -1.886 -3.266
0.0001957 -1.90000 10.01703 0.8370808959 2.4310347620    0.727  3.135  3.6446  0.695    8  0.525  0.438    36.05    22.32    14.85    11.76     9.54  1 -2.59e-07      0.00 7.503e-01 2.496e-01 2.681e-05 2.025e-05 8.159e-05 -1.000 1.364e-04 -3.067 -2.858 -2.162 -3.666
0.0001957 -1.90000 10.01703 0.8370815516 2.4310349686    0.712  3.247  3.6358  0.538    8  0.525  0.438    50.14    29.48    19.36    15.40    12.50  1 -4.23e-07      0.00 7.503e-01 2.496e-01 2.681e-05 2.025e-05 8.159e-05 -1.000 1.364e-04 -3.349 -3.085 -2.333 -3.929
0.0001957 -1.90000 10.01703 0.8370822668 2.4310351940    0.695  3.311  3.6306  0.443    8  0.526  0.438    61.15    34.80    22.67    18.09    14.69  1 -5.77e-07      0.00 7.503e-01 2.496e-01 2.681e-05 2.025e-05 8.159e-05 -1.000 1.364e-04 -3.508 -3.210 -2.420 -4.075
0.0001957 -1.90000 10.01703 0.8370831013 2.4310354569    0.677  3.345  3.6276  0.386    8  0.526  0.438    68.88    38.37    24.88    19.90    16.16  1 -6.97e-07      0.00 7.503e-01 2.496e-01 2.681e-05 2.025e-05 8.159e-05 -1.000 1.364e-04 -3.594 -3.271 -2.457 -4.151
0.0001957 -1.90000 10.01703 0.8370839953 2.4310357386    0.658  3.368  3.6253  0.342    8  0.527  0.438    75.28    41.22    26.62    21.34    17.33  1 -8.06e-07      0.00 7.503e-01 2.496e-01 2.681e-05 2.025e-05 8.159e-05 -1.000 1.364e-04 -3.649 -3.309 -2.477 -4.199
0.0001957 -1.90000 10.01703 0.8370884657 2.4310371473    0.529 -9.999  4.0000  1.860    9  0.530  0.000     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 2.681e-05 2.025e-05 8.159e-05 -1.000 1.364e-04 29.767 30.056 30.050 30.051
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0001957 -1.90000 10.02531 0.0903137699 1.0846885349    0.090 -3.190  3.4896  5.495    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.83e-17      0.00 7.486e-01 2.512e-01 3.540e-05 9.550e-06 8.661e-05 -1.000 1.968e-04 12.746 13.436 15.046 12.236
0.0001957 -1.90000 10.02531 0.0927101001 1.1071543638    0.093 -3.096  3.5035  5.467    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.12e-17      0.00 7.481e-01 2.517e-01 3.540e-05 9.550e-06 8.661e-05 -1.000 1.969e-04 12.510 13.150 14.591 11.997
0.0001957 -1.90000 10.02531 0.1003081575 1.1736753977    0.100 -2.813  3.5451  5.385    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.24e-16      0.00 7.462e-01 2.536e-01 3.540e-05 9.550e-06 8.662e-05 -1.000 1.968e-04 11.803 12.276 13.340 11.260
0.0001957 -1.90000 10.02531 0.1173792332 1.3017936740    0.117 -2.560  3.5715  5.305    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.25e-16      0.00 7.437e-01 2.561e-01 3.540e-05 9.550e-06 8.662e-05 -1.000 1.968e-04 11.169 11.535 12.439 10.597
0.0001957 -1.90000 10.02531 0.1202969477 1.3212693602    0.120 -2.520  3.5756  5.292    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.47e-16      0.00 7.433e-01 2.565e-01 3.540e-05 9.550e-06 8.662e-05 -1.000 1.968e-04 11.070 11.421 12.304 10.494
0.0001957 -1.90000 10.02531 0.1402857602 1.4399919546    0.140 -2.337  3.5902  5.235    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.73e-16      0.00 7.413e-01 2.585e-01 3.540e-05 9.551e-06 8.662e-05 -1.000 1.969e-04 10.613 10.914 11.727 10.026
0.0001957 -1.90000 10.02531 0.1489432156 1.4847806737    0.149 -2.273  3.5945  5.214    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.29e-16      0.00 7.407e-01 2.591e-01 3.540e-05 9.551e-06 8.662e-05 -1.000 1.968e-04 10.453 10.740 11.534 9.863
0.0001957 -1.90000 10.02531 0.1602745354 1.5385365924    0.160 -2.195  3.5997  5.188    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.11e-16      0.00 7.400e-01 2.598e-01 3.540e-05 9.551e-06 8.662e-05 -1.000 1.969e-04 10.256 10.526 11.297 9.663
0.0001957 -1.90000 10.02531 0.2002521455 1.6947337812    0.200 -1.975  3.6119  5.114    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.25e-16      0.00 7.391e-01 2.607e-01 3.540e-05 9.551e-06 8.662e-05 -1.000 1.968e-04 9.707 9.939 10.660 9.106
0.0001957 -1.90000 10.02531 0.2502241135 1.8408943289    0.250 -1.773  3.6228  5.052    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.26e-15      0.00 7.392e-01 2.606e-01 3.540e-05 9.551e-06 8.662e-05 -1.000 1.968e-04 9.202 9.400 10.079 8.595
0.0001957 -1.90000 10.02531 0.3001961410 1.9533065853    0.300 -1.618  3.6319  5.012    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.73e-15      0.00 7.394e-01 2.604e-01 3.539e-05 9.552e-06 8.662e-05 -1.000 1.968e-04 8.814 8.984 9.630 8.202
0.0001957 -1.90000 10.02531 0.3501680791 2.0436928651    0.350 -1.490  3.6401  4.985    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.21e-15      0.00 7.392e-01 2.606e-01 3.537e-05 9.553e-06 8.662e-05 -1.000 1.969e-04 8.496 8.641 9.258 7.880
0.0001957 -1.90000 10.02531 0.3649302721 2.0672306906    0.365 -1.451  3.6429  4.975    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.4e-15      0.00 7.427e-01 2.571e-01 3.538e-05 9.552e-06 8.662e-05 -1.000 1.969e-04 8.399 8.537 9.144 7.781
0.0001957 -1.90000 10.02531 0.4001400769 2.1186953837    0.400 -1.365  3.6492  4.954    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.86e-15      0.00 7.503e-01 2.495e-01 3.540e-05 9.550e-06 8.661e-05 -1.000 1.968e-04 8.183 8.303 8.890 7.563
0.0001957 -1.90000 10.02531 0.4501120746 2.1824133859    0.450 -1.211  3.6643  4.911    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.04e-15      0.00 7.507e-01 2.491e-01 3.540e-05 9.550e-06 8.661e-05 -1.000 1.968e-04 7.797 7.877 8.418 7.174
0.0001957 -1.90000 10.02531 0.5000840425 2.2375407721    0.500 -1.039  3.6825  4.858    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.06e-15      0.00 7.508e-01 2.491e-01 3.539e-05 9.549e-06 8.660e-05 -1.000 1.968e-04 7.366 7.405 7.894 6.745
0.0001957 -1.90000 10.02531 0.5500560999 2.2837046950    0.550 -0.839  3.7025  4.779    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1    -1e-14      0.00 7.808e-01 2.191e-01 3.140e-05 8.475e-06 7.690e-05 -1.000 1.001e-04 6.868 6.872 7.309 6.256
0.0001957 -1.90000 10.02531 0.6000280380 2.3211403119    0.600 -0.637  3.7271  4.714    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-14      0.00 7.918e-01 2.080e-01 2.998e-05 8.099e-06 7.351e-05 -1.000 1.968e-04 6.363 6.340 6.720 5.777
0.0001957 -1.90000 10.02531 0.6023915410 2.3227348250    0.602 -0.627  3.7285  4.711    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.68e-14      0.00 7.924e-01 2.074e-01 2.990e-05 8.077e-06 7.332e-05 -1.000 1.968e-04 6.339 6.314 6.691 5.754
0.0001957 -1.90000 10.02531 0.6168538332 2.3321863867    0.617 -0.566  3.7367  4.693    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.95e-14      0.00 7.965e-01 2.034e-01 2.939e-05 7.941e-06 7.209e-05 -1.000 1.583e-04 6.186 6.156 6.515 5.613
0.0001957 -1.90000 10.02531 0.6297600269 2.3402008102    0.629 -0.511  3.7441  4.677    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.24e-14      0.00 8.003e-01 1.995e-01 2.891e-05 7.812e-06 7.093e-05 -1.000 1.593e-04 6.048 6.016 6.360 5.489
0.0001957 -1.90000 10.02531 0.6412770152 2.3470402237    0.641 -0.462  3.7506  4.661    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.53e-14      0.00 8.039e-01 1.959e-01 2.845e-05 7.690e-06 6.984e-05 -1.000 1.600e-04 5.925 5.892 6.223 5.379
0.0001957 -1.90000 10.02531 0.6499999762 2.3520353107    0.650 -0.424  3.7554  4.649    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.77e-14      0.00 8.068e-01 1.931e-01 2.809e-05 7.594e-06 6.897e-05 -1.000 1.642e-04 5.831 5.798 6.118 5.297
0.0001957 -1.90000 10.02531 0.6598104239 2.3574720556    0.660 -0.382  3.7607  4.634    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -3.09e-14      0.00 8.108e-01 1.890e-01 2.758e-05 7.457e-06 6.775e-05 -1.000 1.308e-04 5.724 5.692 6.001 5.202
0.0001957 -1.90000 10.02531 0.6719166040 2.3639300290    0.672 -0.328  3.7670  4.613    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.54e-14      0.00 8.162e-01 1.837e-01 2.691e-05 7.278e-06 6.614e-05 -1.000 1.797e-04 5.591 5.560 5.857 5.084
0.0001957 -1.90000 10.02531 0.6826738715 2.3694479679    0.682 -0.280  3.7725  4.594    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -4.02e-14      0.00 8.212e-01 1.786e-01 2.627e-05 7.107e-06 6.461e-05 -1.000 1.969e-04 5.470 5.442 5.729 4.978
0.0001957 -1.90000 10.02531 0.6932345033 2.3746739160    0.693 -0.232  3.7778  4.574    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -4.55e-14      0.00 8.265e-01 1.733e-01 2.560e-05 6.929e-06 6.301e-05 -1.000 1.928e-04 5.350 5.324 5.601 4.872
0.0001957 -1.90000 10.02531 0.6999999881 2.3779266974    0.700 -0.201  3.7812  4.560    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -4.95e-14      0.00 8.301e-01 1.697e-01 2.514e-05 6.808e-06 6.192e-05 -1.000 1.968e-04 5.272 5.248 5.518 4.802
0.0001957 -1.90000 10.02531 0.7015969753 2.3786839969    0.701 -0.193  3.7819  4.557    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -5.05e-14      0.00 8.311e-01 1.687e-01 2.502e-05 6.778e-06 6.166e-05 -1.000 1.935e-04 5.253 5.229 5.499 4.786
0.0001957 -1.90000 10.02531 0.7134930491 2.3842027101    0.713 -0.136  3.7874  4.529    1  0.000  0.539     0.00     0.00     0.00     0.00     0.00 -1  -5.9e-14      0.00 8.379e-01 1.620e-01 2.415e-05 6.565e-06 5.978e-05 -1.000 9.909e-05 5.110 5.089 5.348 4.658
0.0001957 -1.90000 10.02531 0.7240806222 2.3889394079    0.724 -0.083  3.7923  4.501    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.82e-14      0.00 8.436e-01 1.562e-01 2.343e-05 6.392e-06 5.826e-05 -1.000 1.476e-04 4.977 4.959 5.209 4.539
0.0001957 -1.90000 10.02531 0.7340629697 2.3932617234    0.734 -0.031  3.7967  4.473    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -7.89e-14      0.00 8.486e-01 1.512e-01 2.283e-05 6.249e-06 5.700e-05 -1.000 1.276e-04 4.847 4.830 5.073 4.420
0.0001957 -1.90000 10.02531 0.7428258061 2.3969460901    0.742  0.017  3.8005  4.445    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -9.04e-14      0.00 8.526e-01 1.473e-01 2.238e-05 6.141e-06 5.606e-05 -1.000 1.108e-04 4.726 4.711 4.947 4.310
0.0001957 -1.90000 10.02531 0.7500000000 2.3998889087    0.749  0.059  3.8036  4.420    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-13      0.00 8.556e-01 1.443e-01 2.206e-05 6.068e-06 5.543e-05 -1.000 9.684e-05 4.623 4.609 4.840 4.214
0.0001957 -1.90000 10.02531 0.7535191178 2.4013088975    0.753  0.079  3.8051  4.408    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-13      0.00 8.559e-01 1.440e-01 2.207e-05 6.072e-06 5.547e-05 -1.000 1.001e-04 4.572 4.558 4.786 4.166
0.0001957 -1.90000 10.02531 0.7615451217 2.4044910581    0.761  0.129  3.8087  4.377    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.25e-13      0.00 8.567e-01 1.432e-01 2.210e-05 6.083e-06 5.560e-05 -1.000 1.122e-04 4.448 4.434 4.656 4.051
0.0001957 -1.90000 10.02531 0.7690483332 2.4073969633    0.768  0.179  3.8120  4.345    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.44e-13      0.00 8.574e-01 1.425e-01 2.213e-05 6.095e-06 5.573e-05 -1.000 1.572e-04 4.324 4.310 4.527 3.935
0.0001957 -1.90000 10.02531 0.7780818939 2.4108101858    0.777  0.243  3.8159  4.301    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-13      0.00 8.580e-01 1.418e-01 2.219e-05 6.113e-06 5.591e-05 -1.000 1.417e-04 4.163 4.149 4.359 3.782
0.0001957 -1.90000 10.02531 0.7864205837 2.4138809520    0.785  0.309  3.8191  4.253    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.14e-13      0.00 8.585e-01 1.414e-01 2.225e-05 6.132e-06 5.611e-05 -1.000 9.724e-05 3.998 3.983 4.187 3.623
0.0001957 -1.90000 10.02531 0.7919526696 2.4158771887    0.791  0.355  3.8210  4.217    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.47e-13      0.00 8.587e-01 1.412e-01 2.231e-05 6.149e-06 5.628e-05 -1.000 9.905e-05 3.882 3.865 4.067 3.510
0.0001957 -1.90000 10.02531 0.7971968651 2.4177401533    0.796  0.402  3.8222  4.178    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -2.87e-13      0.00 8.579e-01 1.420e-01 2.247e-05 6.196e-06 5.671e-05 -1.000 9.997e-05 3.764 3.746 3.946 3.395
0.0001957 -1.90000 10.02531 0.8000000119 2.4187244405    0.799  0.428  3.8228  4.156    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -3.12e-13      0.00 8.572e-01 1.427e-01 2.259e-05 6.228e-06 5.701e-05 -1.000 9.996e-05 3.700 3.681 3.880 3.331
0.0001957 -1.90000 10.02531 0.8001982570 2.4187937513    0.799  0.430  3.8229  4.154    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -3.13e-13      0.00 8.571e-01 1.428e-01 2.260e-05 6.231e-06 5.703e-05 -1.000 1.003e-04 3.696 3.677 3.875 3.327
0.0001957 -1.90000 10.02531 0.8014932871 2.4192455527    0.800  0.443  3.8229  4.142    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1  -3.3e-13      0.00 8.567e-01 1.432e-01 2.265e-05 6.245e-06 5.716e-05 -1.000 1.029e-04 3.664 3.644 3.842 3.295
0.0001957 -1.90000 10.02531 0.8023127913 2.4195305894    0.801  0.451  3.8228  4.134    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1  -3.4e-13      0.00 8.564e-01 1.435e-01 2.269e-05 6.254e-06 5.724e-05 -1.000 1.045e-04 3.641 3.622 3.820 3.272
0.0001957 -1.90000 10.02531 0.8069376945 2.4211267313    0.806  0.503  3.8218  4.081    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -4.03e-13      0.00 8.549e-01 1.450e-01 2.288e-05 6.307e-06 5.772e-05 -1.000 1.138e-04 3.513 3.491 3.690 3.140
0.0001957 -1.90000 10.02531 0.8113747835 2.4226384031    0.810  0.560  3.8184  4.012    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -4.96e-13      0.00 8.535e-01 1.464e-01 2.306e-05 6.356e-06 5.817e-05 -1.000 1.225e-04 3.370 3.347 3.550 2.990
0.0001957 -1.90000 10.02531 0.8121626973 2.4229048521    0.811  0.571  3.8176  3.998    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -5.17e-13      0.00 8.532e-01 1.466e-01 2.310e-05 6.365e-06 5.824e-05 -1.000 1.241e-04 3.343 3.319 3.524 2.960
0.0001957 -1.90000 10.02531 0.8128332496 2.4231311452    0.811  0.581  3.8165  3.984    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -5.41e-13      0.00 8.530e-01 1.469e-01 2.312e-05 6.373e-06 5.831e-05 -1.000 1.254e-04 3.317 3.293 3.499 2.932
0.0001957 -1.90000 10.02531 0.8150840998 2.4238876156    0.813  0.619  3.8111  3.926    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -6.26e-13      0.00 8.523e-01 1.476e-01 2.322e-05 6.398e-06 5.854e-05 -1.000 1.299e-04 3.222 3.196 3.410 2.825
0.0001957 -1.90000 10.02531 0.8167971969 2.4244601447    0.815  0.653  3.8043  3.865    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -7.25e-13      0.00 8.517e-01 1.481e-01 2.329e-05 6.417e-06 5.871e-05 -1.000 1.332e-04 3.138 3.110 3.334 2.724
0.0001957 -1.90000 10.02531 0.8181326985 2.4249045667    0.816  0.683  3.7961  3.803    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -8.35e-13      0.00 8.513e-01 1.486e-01 2.334e-05 6.431e-06 5.885e-05 -1.000 1.358e-04 3.061 3.033 3.270 2.630
0.0001957 -1.90000 10.02531 0.8192061186 2.4252605667    0.817  0.711  3.7871  3.740    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -9.55e-13      0.00 8.510e-01 1.489e-01 2.338e-05 6.443e-06 5.895e-05 -1.000 1.371e-04 2.993 2.964 3.217 2.542
0.0001957 -1.90000 10.02531 0.8200994730 2.4255560308    0.818  0.735  3.7778  3.679    2  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-12      0.00 8.428e-01 1.570e-01 2.435e-05 6.705e-06 6.131e-05 -1.000 1.311e-04 2.932 2.903 3.171 2.461
0.0001957 -1.90000 10.02531 0.8208772540 2.4258126686    0.819  0.759  3.7693  3.622    2  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -1.22e-12      0.00 8.178e-01 1.820e-01 2.719e-05 7.465e-06 6.811e-05 -1.000 1.629e-04 2.873 2.844 3.128 2.384
0.0001957 -1.90000 10.02531 0.8215944767 2.4260488293    0.820  0.784  3.7612  3.564    2  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -1.38e-12      0.00 7.957e-01 2.042e-01 2.970e-05 8.137e-06 7.410e-05 -1.000 1.441e-04 2.809 2.782 3.080 2.305
0.0001957 -1.90000 10.02531 0.8223140240 2.4262852795    0.820  0.818  3.7538  3.501    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.61e-12      0.00 7.810e-01 2.189e-01 3.137e-05 8.583e-06 7.808e-05 -1.000 1.845e-04 2.724 2.699 3.010 2.206
0.0001957 -1.90000 10.02531 0.8228765726 2.4264698072    0.821  0.854  3.7489  3.446    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.85e-12      0.00 7.743e-01 2.255e-01 3.212e-05 8.785e-06 7.988e-05 -1.000 1.968e-04 2.636 2.612 2.933 2.110
0.0001957 -1.90000 10.02531 0.8234330416 2.4266520554    0.821  0.896  3.7449  3.389    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.19e-12      0.00 7.701e-01 2.297e-01 3.259e-05 8.912e-06 8.101e-05 -1.000 1.968e-04 2.531 2.509 2.838 1.998
0.0001957 -1.90000 10.02531 0.8235148191 2.4266788143    0.821  0.903  3.7445  3.380    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.25e-12      0.00 7.697e-01 2.301e-01 3.264e-05 8.924e-06 8.113e-05 -1.000 1.714e-04 2.513 2.491 2.821 1.979
0.0001957 -1.90000 10.02531 0.8239643574 2.4268258015    0.822  0.944  3.7421  3.329    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.61e-12      0.00 7.674e-01 2.325e-01 3.288e-05 8.987e-06 8.169e-05 -1.000 1.858e-04 2.410 2.390 2.724 1.873
0.0001957 -1.90000 10.02531 0.8244609833 2.4269879709    0.822  0.992  3.7397  3.271    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.12e-12      0.00 7.650e-01 2.348e-01 3.309e-05 9.043e-06 8.219e-05 -1.000 1.953e-04 2.289 2.270 2.608 1.748
0.0001957 -1.90000 10.02531 0.8248800039 2.4271246242    0.823  1.036  3.7379  3.221    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.66e-12      0.00 7.633e-01 2.365e-01 3.323e-05 9.082e-06 8.254e-05 -1.000 1.967e-04 2.179 2.162 2.504 1.636
0.0001957 -1.90000 10.02531 0.8252835274 2.4272560726    0.823  1.081  3.7363  3.169    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -4.3e-12      0.00 7.617e-01 2.381e-01 3.334e-05 9.114e-06 8.282e-05 -1.000 1.969e-04 2.067 2.051 2.396 1.522
0.0001957 -1.90000 10.02531 0.8256591558 2.4273783015    0.823  1.126  3.7347  3.119    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.05e-12      0.00 7.602e-01 2.396e-01 3.343e-05 9.141e-06 8.305e-05 -1.000 1.968e-04 1.956 1.941 2.289 1.409
0.0001957 -1.90000 10.02531 0.8260129690 2.4274933147    0.824  1.171  3.7333  3.068    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.93e-12      0.00 7.587e-01 2.411e-01 3.349e-05 9.165e-06 8.324e-05 -1.000 1.910e-04 1.843 1.830 2.180 1.296
0.0001957 -1.90000 10.02531 0.8263670206 2.4276082921    0.824  1.219  3.7318  3.014    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -7.06e-12      0.00 7.574e-01 2.425e-01 3.353e-05 9.190e-06 8.340e-05 -1.000 1.623e-04 1.722 1.710 2.064 1.173
0.0001957 -1.90000 10.02531 0.8266729116 2.4277075383    0.824  1.264  3.7304  2.963    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1  -8.3e-12      0.00 7.561e-01 2.437e-01 3.352e-05 9.221e-06 8.353e-05 -1.000 1.811e-04 1.610 1.599 1.955 1.059
0.0001957 -1.90000 10.02531 0.8269737363 2.4278050583    0.824  1.312  3.7289  2.909    3  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -9.87e-12      0.00 7.549e-01 2.449e-01 3.348e-05 9.271e-06 8.364e-05 -1.000 1.969e-04 1.490 1.480 1.839 0.937
0.0001957 -1.90000 10.02531 0.8272467852 2.4278935036    0.824  1.360  3.7274  2.856    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -1.17e-11      0.00 7.539e-01 2.459e-01 3.340e-05 9.343e-06 8.373e-05 -1.000 1.968e-04 1.371 1.363 1.724 0.818
0.0001957 -1.90000 10.02531 0.8274937272 2.4279734345    0.824  1.406  3.7260  2.804    3  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.38e-11      0.00 7.531e-01 2.467e-01 3.329e-05 9.440e-06 8.380e-05 -1.000 1.968e-04 1.255 1.248 1.612 0.700
0.0001957 -1.90000 10.02531 0.8277189732 2.4280462950    0.824  1.452  3.7244  2.752    3  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -1.63e-11      0.00 7.523e-01 2.475e-01 3.317e-05 9.552e-06 8.385e-05 -1.000 1.968e-04 1.140 1.135 1.502 0.584
0.0001957 -1.90000 10.02531 0.8279316425 2.4281150454    0.825  1.499  3.7229  2.698    3  0.000  0.525     0.00     0.00     0.00     0.00     0.00 -1 -1.94e-11      0.00 7.517e-01 2.481e-01 3.305e-05 9.675e-06 8.390e-05 -1.000 1.969e-04 1.022 1.018 1.388 0.464
0.0001957 -1.90000 10.02531 0.8281216621 2.4281764395    0.825  1.546  3.7214  2.646    3  0.000  0.523     0.00     0.00     0.00     0.00     0.00 -1 -2.29e-11      0.00 7.512e-01 2.486e-01 3.294e-05 9.792e-06 8.393e-05 -1.000 1.969e-04 0.906 0.904 1.277 0.347
0.0001957 -1.90000 10.02531 0.8282920718 2.4282314701    0.825  1.591  3.7198  2.595    3  0.000  0.522     0.00     0.00     0.00     0.00     0.00 -1 -2.69e-11      0.00 7.509e-01 2.489e-01 3.286e-05 9.880e-06 8.395e-05 -1.000 1.969e-04 0.793 0.793 1.169 0.233
0.0001957 -1.90000 10.02531 0.8284516335 2.4282829740    0.824  1.637  3.7182  2.542    3  0.000  0.521     0.00     0.00     0.00     0.00     0.00 -1 -3.18e-11      0.00 7.506e-01 2.492e-01 3.280e-05 9.944e-06 8.397e-05 -1.000 1.969e-04 0.678 0.680 1.059 0.117
0.0001957 -1.90000 10.02531 0.8285934329 2.4283287254    0.824  1.681  3.7166  2.492    3  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1 -3.73e-11      0.00 7.505e-01 2.493e-01 3.277e-05 9.983e-06 8.398e-05 -1.000 1.969e-04 0.567 0.571 0.953 0.005
0.0001957 -1.90000 10.02531 0.8287258148 2.4283714220    0.824  1.726  3.7150  2.440    3  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1  -4.4e-11      0.00 7.504e-01 2.494e-01 3.275e-05 1.001e-05 8.398e-05 -1.000 1.969e-04 0.454 0.460 0.845 -0.110
