# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.00015547 -2.00000 10.00000 0.0936335474 1.1156111859    0.094 -3.051  3.5131  5.464    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.77e-17      0.00 7.480e-01 2.519e-01 2.943e-05 7.939e-06 7.201e-05 -1.000 1.636e-04 12.397 12.978 14.308 11.860
0.00015547 -2.00000 10.00000 0.0987751186 1.1607923229    0.099 -2.892  3.5353  5.417    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-16      0.00 7.469e-01 2.529e-01 2.943e-05 7.939e-06 7.201e-05 -1.000 1.636e-04 12.001 12.499 13.631 11.454
0.00015547 -2.00000 10.00000 0.1035686582 1.2002434792    0.103 -2.752  3.5549  5.375    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-16      0.00 7.459e-01 2.539e-01 2.943e-05 7.939e-06 7.201e-05 -1.000 1.636e-04 11.650 12.070 13.067 11.086
0.00015547 -2.00000 10.00000 0.1234388798 1.3415665689    0.123 -2.477  3.5826  5.288    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.71e-16      0.00 7.432e-01 2.566e-01 2.943e-05 7.939e-06 7.201e-05 -1.000 1.636e-04 10.962 11.281 12.127 10.374
0.00015547 -2.00000 10.00000 0.1433091164 1.4560319688    0.143 -2.302  3.5961  5.232    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.02e-16      0.00 7.414e-01 2.584e-01 2.943e-05 7.940e-06 7.201e-05 -1.000 1.637e-04 10.524 10.801 11.585 9.929
0.00015547 -2.00000 10.00000 0.1631793380 1.5515256229    0.163 -2.165  3.6049  5.186    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.43e-16      0.00 7.403e-01 2.596e-01 2.943e-05 7.940e-06 7.201e-05 -1.000 1.636e-04 10.183 10.432 11.180 9.583
0.00015547 -2.00000 10.00000 0.2029198259 1.7036916472    0.203 -1.951  3.6167  5.114    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.67e-16      0.00 7.395e-01 2.604e-01 2.943e-05 7.940e-06 7.201e-05 -1.000 1.637e-04 9.647 9.861 10.561 9.042
0.00015547 -2.00000 10.00000 0.2525953948 1.8468695073    0.252 -1.753  3.6273  5.054    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-15      0.00 7.396e-01 2.603e-01 2.943e-05 7.940e-06 7.201e-05 -1.000 1.637e-04 9.152 9.334 9.994 8.541
0.00015547 -2.00000 10.00000 0.3022710085 1.9574397077    0.302 -1.600  3.6361  5.014    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.79e-15      0.00 7.397e-01 2.601e-01 2.942e-05 7.941e-06 7.201e-05 -1.000 1.637e-04 8.770 8.926 9.555 8.155
0.00015547 -2.00000 10.00000 0.3519465327 2.0465963009    0.352 -1.474  3.6442  4.987    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.29e-15      0.00 7.400e-01 2.598e-01 2.940e-05 7.942e-06 7.201e-05 -1.000 1.636e-04 8.455 8.588 9.190 7.836
0.00015547 -2.00000 10.00000 0.4016221166 2.1207314881    0.401 -1.352  3.6530  4.957    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.93e-15      0.00 7.503e-01 2.496e-01 2.943e-05 7.939e-06 7.201e-05 -1.000 1.636e-04 8.150 8.258 8.833 7.527
0.00015547 -2.00000 10.00000 0.4512977004 2.1838121607    0.451 -1.202  3.6673  4.915    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -4.1e-15      0.00 7.507e-01 2.491e-01 2.943e-05 7.939e-06 7.201e-05 -1.000 1.637e-04 7.775 7.847 8.379 7.150
0.00015547 -2.00000 10.00000 0.5009732842 2.2384552293    0.501 -1.035  3.6840  4.861    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.08e-15      0.00 7.513e-01 2.486e-01 2.939e-05 7.929e-06 7.192e-05 -1.000 1.636e-04 7.357 7.393 7.878 6.735
0.00015547 -2.00000 10.00000 0.5506489277 2.2841947944    0.550 -0.840  3.7033  4.784    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -9.92e-15      0.00 7.792e-01 2.207e-01 2.628e-05 7.095e-06 6.437e-05 -1.000 1.013e-04 6.871 6.875 7.310 6.260
0.00015547 -2.00000 10.00000 0.5940754414 2.3170597281    0.594 -0.667  3.7243  4.728    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.52e-14      0.00 7.884e-01 2.114e-01 2.530e-05 6.832e-06 6.201e-05 -1.000 1.560e-04 6.437 6.418 6.805 5.849
0.00015547 -2.00000 10.00000 0.6003244519 2.3213410765    0.600 -0.643  3.7272  4.720    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.61e-14      0.00 7.897e-01 2.101e-01 2.516e-05 6.796e-06 6.168e-05 -1.000 1.637e-04 6.377 6.356 6.736 5.793
0.00015547 -2.00000 10.00000 0.6125001311 2.3293950815    0.612 -0.592  3.7340  4.705    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.82e-14      0.00 7.929e-01 2.069e-01 2.482e-05 6.705e-06 6.087e-05 -1.000 1.636e-04 6.250 6.225 6.590 5.676
0.00015547 -2.00000 10.00000 0.6271697283 2.3386227064    0.627 -0.531  3.7422  4.687    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.11e-14      0.00 7.971e-01 2.028e-01 2.439e-05 6.589e-06 5.983e-05 -1.000 1.463e-04 6.098 6.068 6.416 5.537
0.00015547 -2.00000 10.00000 0.6402659416 2.3464511149    0.640 -0.476  3.7494  4.670    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.42e-14      0.00 8.011e-01 1.988e-01 2.398e-05 6.480e-06 5.884e-05 -1.000 1.337e-04 5.961 5.930 6.263 5.415
0.00015547 -2.00000 10.00000 0.6499999762 2.3520353107    0.650 -0.435  3.7548  4.657    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.68e-14      0.00 8.041e-01 1.957e-01 2.366e-05 6.394e-06 5.807e-05 -1.000 1.341e-04 5.858 5.828 6.149 5.325
0.00015547 -2.00000 10.00000 0.6581508517 2.3565654475    0.658 -0.401  3.7591  4.645    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.92e-14      0.00 8.074e-01 1.925e-01 2.332e-05 6.304e-06 5.727e-05 -1.000 1.386e-04 5.771 5.741 6.054 5.248
0.00015547 -2.00000 10.00000 0.6706717610 2.3632783329    0.670 -0.347  3.7656  4.626    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -3.35e-14      0.00 8.127e-01 1.872e-01 2.277e-05 6.158e-06 5.595e-05 -1.000 1.146e-04 5.637 5.609 5.909 5.130
0.00015547 -2.00000 10.00000 0.6829990745 2.3696116706    0.683 -0.293  3.7720  4.605    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.84e-14      0.00 8.183e-01 1.815e-01 2.219e-05 6.003e-06 5.456e-05 -1.000 1.512e-04 5.503 5.478 5.765 5.013
0.00015547 -2.00000 10.00000 0.6939523816 2.3750225255    0.694 -0.245  3.7774  4.586    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -4.36e-14      0.00 8.237e-01 1.762e-01 2.163e-05 5.855e-06 5.323e-05 -1.000 1.636e-04 5.383 5.360 5.637 4.906
0.00015547 -2.00000 10.00000 0.6999999881 2.3779266974    0.700 -0.218  3.7804  4.575    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -4.67e-14      0.00 8.268e-01 1.731e-01 2.131e-05 5.769e-06 5.246e-05 -1.000 1.636e-04 5.316 5.294 5.566 4.847
0.00015547 -2.00000 10.00000 0.7003502250 2.3780931216    0.700 -0.217  3.7806  4.574    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -4.69e-14      0.00 8.270e-01 1.729e-01 2.129e-05 5.764e-06 5.242e-05 -1.000 1.632e-04 5.312 5.290 5.562 4.843
0.00015547 -2.00000 10.00000 0.7129241228 2.3839435980    0.713 -0.159  3.7864  4.547    1  0.000  0.539     0.00     0.00     0.00     0.00     0.00 -1 -5.48e-14      0.00 8.341e-01 1.658e-01 2.052e-05 5.577e-06 5.076e-05 -1.000 1.376e-04 5.167 5.149 5.410 4.715
0.00015547 -2.00000 10.00000 0.7250341177 2.3893581833    0.725 -0.102  3.7919  4.519    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -6.4e-14      0.00 8.406e-01 1.593e-01 1.984e-05 5.412e-06 4.931e-05 -1.000 8.148e-05 5.024 5.009 5.259 4.587
0.00015547 -2.00000 10.00000 0.7358091474 2.3940039644    0.735 -0.048  3.7966  4.491    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -7.41e-14      0.00 8.459e-01 1.540e-01 1.930e-05 5.282e-06 4.817e-05 -1.000 1.043e-04 4.891 4.878 5.121 4.467
0.00015547 -2.00000 10.00000 0.7459657192 2.3982420776    0.746  0.004  3.8010  4.463    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -8.58e-14      0.00 8.505e-01 1.494e-01 1.886e-05 5.177e-06 4.726e-05 -1.000 7.467e-05 4.760 4.749 4.984 4.348
0.00015547 -2.00000 10.00000 0.7500000000 2.3998889087    0.750  0.025  3.8027  4.450    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -9.12e-14      0.00 8.522e-01 1.478e-01 1.870e-05 5.142e-06 4.695e-05 -1.000 6.373e-05 4.706 4.695 4.927 4.298
0.00015547 -2.00000 10.00000 0.7574196458 2.4028650709    0.757  0.066  3.8061  4.428    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-13      0.00 8.529e-01 1.471e-01 1.872e-05 5.150e-06 4.704e-05 -1.000 7.635e-05 4.606 4.596 4.822 4.206
0.00015547 -2.00000 10.00000 0.7659633756 2.4062101204    0.765  0.115  3.8099  4.399    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.18e-13      0.00 8.536e-01 1.464e-01 1.876e-05 5.162e-06 4.717e-05 -1.000 8.415e-05 4.483 4.473 4.693 4.092
0.00015547 -2.00000 10.00000 0.7741444707 2.4093337393    0.773  0.165  3.8135  4.368    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.36e-13      0.00 8.541e-01 1.458e-01 1.880e-05 5.175e-06 4.731e-05 -1.000 1.167e-04 4.358 4.348 4.562 3.976
0.00015547 -2.00000 10.00000 0.7817934752 2.4121862986    0.781  0.215  3.8169  4.335    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-13      0.00 8.546e-01 1.453e-01 1.884e-05 5.189e-06 4.745e-05 -1.000 1.321e-04 4.233 4.223 4.432 3.857
0.00015547 -2.00000 10.00000 0.7910034657 2.4155369529    0.790  0.280  3.8209  4.291    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-13      0.00 8.550e-01 1.449e-01 1.890e-05 5.209e-06 4.765e-05 -1.000 1.111e-04 4.070 4.059 4.261 3.702
0.00015547 -2.00000 10.00000 0.7995058894 2.4185515122    0.798  0.346  3.8242  4.242    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.34e-13      0.00 8.552e-01 1.447e-01 1.897e-05 5.229e-06 4.785e-05 -1.000 7.017e-05 3.904 3.891 4.088 3.542
0.00015547 -2.00000 10.00000 0.8000000119 2.4187244405    0.799  0.350  3.8244  4.240    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.37e-13      0.00 8.552e-01 1.447e-01 1.898e-05 5.230e-06 4.786e-05 -1.000 6.817e-05 3.894 3.881 4.078 3.533
0.00015547 -2.00000 10.00000 0.8010567427 2.4190934417    0.800  0.359  3.8248  4.234    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.43e-13      0.00 8.552e-01 1.447e-01 1.898e-05 5.232e-06 4.788e-05 -1.000 6.554e-05 3.873 3.860 4.056 3.513
0.00015547 -2.00000 10.00000 0.8070230484 2.4211559909    0.806  0.409  3.8269  4.195    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.84e-13      0.00 8.546e-01 1.452e-01 1.905e-05 5.250e-06 4.805e-05 -1.000 1.091e-04 3.747 3.733 3.925 3.391
0.00015547 -2.00000 10.00000 0.8136357665 2.4234014089    0.812  0.469  3.8285  4.145    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -3.44e-13      0.00 8.526e-01 1.473e-01 1.927e-05 5.309e-06 4.858e-05 -1.000 1.176e-04 3.598 3.581 3.771 3.244
0.00015547 -2.00000 10.00000 0.8149558902 2.4238446557    0.814  0.482  3.8286  4.133    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -3.61e-13      0.00 8.522e-01 1.477e-01 1.931e-05 5.321e-06 4.869e-05 -1.000 1.194e-04 3.566 3.549 3.738 3.211
0.00015547 -2.00000 10.00000 0.8157649636 2.4241154962    0.814  0.490  3.8286  4.125    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -3.72e-13      0.00 8.519e-01 1.479e-01 1.934e-05 5.329e-06 4.876e-05 -1.000 1.205e-04 3.544 3.527 3.716 3.189
0.00015547 -2.00000 10.00000 0.8203254342 2.4256306470    0.819  0.541  3.8275  4.072    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1  -4.4e-13      0.00 8.505e-01 1.494e-01 1.949e-05 5.370e-06 4.913e-05 -1.000 1.264e-04 3.418 3.399 3.589 3.060
0.00015547 -2.00000 10.00000 0.8246924877 2.4270634901    0.823  0.597  3.8239  4.004    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1  -5.4e-13      0.00 8.492e-01 1.507e-01 1.963e-05 5.409e-06 4.949e-05 -1.000 1.319e-04 3.278 3.257 3.452 2.911
0.00015547 -2.00000 10.00000 0.8254671693 2.4273158454    0.824  0.608  3.8229  3.990    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -5.64e-13      0.00 8.489e-01 1.510e-01 1.966e-05 5.416e-06 4.955e-05 -1.000 1.329e-04 3.251 3.229 3.426 2.882
0.00015547 -2.00000 10.00000 0.8261401653 2.4275346345    0.825  0.618  3.8217  3.975    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -5.89e-13      0.00 8.487e-01 1.512e-01 1.968e-05 5.422e-06 4.960e-05 -1.000 1.338e-04 3.225 3.203 3.401 2.853
0.00015547 -2.00000 10.00000 0.8283998370 2.4282662575    0.827  0.656  3.8158  3.915    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -6.85e-13      0.00 8.480e-01 1.519e-01 1.976e-05 5.442e-06 4.979e-05 -1.000 1.366e-04 3.130 3.106 3.312 2.745
0.00015547 -2.00000 10.00000 0.8301202059 2.4288201981    0.828  0.690  3.8084  3.852    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -7.94e-13      0.00 8.475e-01 1.524e-01 1.981e-05 5.457e-06 4.992e-05 -1.000 1.388e-04 3.046 3.020 3.238 2.644
0.00015547 -2.00000 10.00000 0.8314615488 2.4292502679    0.830  0.720  3.7996  3.788    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -9.16e-13      0.00 8.471e-01 1.528e-01 1.986e-05 5.469e-06 5.003e-05 -1.000 1.406e-04 2.970 2.944 3.175 2.548
0.00015547 -2.00000 10.00000 0.8325399160 2.4295948654    0.831  0.747  3.7900  3.722    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-12      0.00 8.467e-01 1.531e-01 1.989e-05 5.479e-06 5.012e-05 -1.000 1.373e-04 2.902 2.875 3.122 2.459
0.00015547 -2.00000 10.00000 0.8334375024 2.4298809116    0.832  0.772  3.7800  3.657    2  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1  -1.2e-12      0.00 8.414e-01 1.585e-01 2.044e-05 5.627e-06 5.145e-05 -1.000 1.246e-04 2.839 2.812 3.076 2.375
0.00015547 -2.00000 10.00000 0.8342190981 2.4301294169    0.832  0.796  3.7705  3.596    2  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -1.36e-12      0.00 8.204e-01 1.794e-01 2.244e-05 6.162e-06 5.623e-05 -1.000 1.167e-04 2.780 2.753 3.034 2.296
0.00015547 -2.00000 10.00000 0.8349398375 2.4303580991    0.833  0.822  3.7619  3.537    2  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -1.54e-12      0.00 7.974e-01 2.025e-01 2.458e-05 6.736e-06 6.135e-05 -1.000 1.273e-04 2.716 2.691 2.987 2.216
0.00015547 -2.00000 10.00000 0.8356630802 2.4305871197    0.834  0.855  3.7542  3.472    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -1.8e-12      0.00 7.807e-01 2.191e-01 2.612e-05 7.148e-06 6.502e-05 -1.000 1.595e-04 2.632 2.609 2.919 2.117
0.00015547 -2.00000 10.00000 0.8362284303 2.4307658251    0.834  0.890  3.7490  3.417    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.07e-12      0.00 7.737e-01 2.262e-01 2.679e-05 7.325e-06 6.661e-05 -1.000 1.637e-04 2.544 2.523 2.843 2.020
0.00015547 -2.00000 10.00000 0.8367878795 2.4309423919    0.835  0.933  3.7449  3.358    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-12      0.00 7.694e-01 2.305e-01 2.719e-05 7.432e-06 6.756e-05 -1.000 1.636e-04 2.438 2.418 2.746 1.907
0.00015547 -2.00000 10.00000 0.8368698359 2.4309682352    0.835  0.940  3.7445  3.349    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.52e-12      0.00 7.690e-01 2.309e-01 2.722e-05 7.443e-06 6.765e-05 -1.000 1.289e-04 2.419 2.400 2.729 1.888
0.00015547 -2.00000 10.00000 0.8373202085 2.4311101474    0.835  0.982  3.7421  3.298    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.93e-12      0.00 7.667e-01 2.332e-01 2.741e-05 7.493e-06 6.811e-05 -1.000 1.602e-04 2.316 2.297 2.631 1.781
0.00015547 -2.00000 10.00000 0.8378177881 2.4312667305    0.836  1.031  3.7397  3.240    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -3.5e-12      0.00 7.644e-01 2.355e-01 2.758e-05 7.539e-06 6.851e-05 -1.000 1.554e-04 2.194 2.177 2.515 1.655
0.00015547 -2.00000 10.00000 0.8382377028 2.4313987070    0.836  1.075  3.7379  3.189    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.11e-12      0.00 7.627e-01 2.372e-01 2.770e-05 7.570e-06 6.879e-05 -1.000 1.630e-04 2.083 2.068 2.410 1.543
0.00015547 -2.00000 10.00000 0.8386421800 2.4315256879    0.836  1.120  3.7362  3.137    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.84e-12      0.00 7.611e-01 2.387e-01 2.779e-05 7.595e-06 6.902e-05 -1.000 1.637e-04 1.970 1.956 2.301 1.428
0.00015547 -2.00000 10.00000 0.8390186429 2.4316437475    0.836  1.165  3.7346  3.086    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.68e-12      0.00 7.596e-01 2.402e-01 2.786e-05 7.617e-06 6.920e-05 -1.000 1.637e-04 1.859 1.846 2.194 1.315
0.00015547 -2.00000 10.00000 0.8393733501 2.4317548730    0.837  1.210  3.7332  3.036    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.68e-12      0.00 7.582e-01 2.416e-01 2.790e-05 7.636e-06 6.935e-05 -1.000 1.579e-04 1.746 1.735 2.085 1.201
0.00015547 -2.00000 10.00000 0.8397282958 2.4318659652    0.837  1.258  3.7317  2.981    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -7.95e-12      0.00 7.568e-01 2.430e-01 2.792e-05 7.658e-06 6.948e-05 -1.000 1.252e-04 1.625 1.615 1.968 1.078
0.00015547 -2.00000 10.00000 0.8400349617 2.4319618597    0.837  1.303  3.7302  2.930    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -9.36e-12      0.00 7.556e-01 2.442e-01 2.790e-05 7.686e-06 6.958e-05 -1.000 1.465e-04 1.512 1.503 1.859 0.963
0.00015547 -2.00000 10.00000 0.8403366208 2.4320561101    0.837  1.351  3.7287  2.876    3  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-11      0.00 7.545e-01 2.454e-01 2.785e-05 7.734e-06 6.967e-05 -1.000 1.637e-04 1.392 1.384 1.743 0.842
0.00015547 -2.00000 10.00000 0.8406104445 2.4321415962    0.837  1.399  3.7272  2.823    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.32e-11      0.00 7.534e-01 2.464e-01 2.776e-05 7.808e-06 6.973e-05 -1.000 1.636e-04 1.273 1.267 1.628 0.722
0.00015547 -2.00000 10.00000 0.8408581018 2.4322188581    0.838  1.445  3.7257  2.771    3  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-11      0.00 7.526e-01 2.472e-01 2.765e-05 7.906e-06 6.979e-05 -1.000 1.637e-04 1.157 1.152 1.516 0.604
0.00015547 -2.00000 10.00000 0.8410839438 2.4322892687    0.838  1.491  3.7242  2.719    3  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1 -1.84e-11      0.00 7.519e-01 2.480e-01 2.753e-05 8.021e-06 6.983e-05 -1.000 1.636e-04 1.042 1.039 1.406 0.488
0.00015547 -2.00000 10.00000 0.8412972093 2.4323557184    0.838  1.539  3.7227  2.665    3  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1 -2.18e-11      0.00 7.513e-01 2.486e-01 2.741e-05 8.144e-06 6.987e-05 -1.000 1.636e-04 0.923 0.922 1.292 0.368
0.00015547 -2.00000 10.00000 0.8414878249 2.4324150781    0.838  1.585  3.7211  2.613    3  0.000  0.522     0.00     0.00     0.00     0.00     0.00 -1 -2.58e-11      0.00 7.508e-01 2.490e-01 2.730e-05 8.262e-06 6.989e-05 -1.000 1.637e-04 0.808 0.808 1.181 0.251
0.00015547 -2.00000 10.00000 0.8416587114 2.4324682676    0.838  1.630  3.7195  2.561    3  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1 -3.03e-11      0.00 7.505e-01 2.494e-01 2.722e-05 8.350e-06 6.991e-05 -1.000 1.637e-04 0.696 0.698 1.073 0.137
0.00015547 -2.00000 10.00000 0.8418188095 2.4325180766    0.838  1.676  3.7179  2.509    3  0.000  0.519     0.00     0.00     0.00     0.00     0.00 -1 -3.58e-11      0.00 7.502e-01 2.496e-01 2.716e-05 8.414e-06 6.992e-05 -1.000 1.637e-04 0.581 0.585 0.964 0.022
0.00015547 -2.00000 10.00000 0.8419610262 2.4325623042    0.838  1.720  3.7164  2.459    3  0.000  0.518     0.00     0.00     0.00     0.00     0.00 -1 -4.21e-11      0.00 7.501e-01 2.497e-01 2.713e-05 8.453e-06 6.993e-05 -1.000 1.637e-04 0.470 0.476 0.858 -0.091
0.00015547 -2.00000 10.00000 0.8420938253 2.4326035875    0.837  1.765  3.7147  2.407    3  0.000  0.518     0.00     0.00     0.00     0.00     0.00 -1 -4.95e-11      0.00 7.500e-01 2.498e-01 2.711e-05 8.475e-06 6.993e-05 -1.000 1.637e-04 0.358 0.365 0.750 -0.206
0.00015547 -2.00000 10.00000 0.8422172666 2.4326419483    0.837  1.810  3.7131  2.355    3  0.000  0.518     0.00     0.00     0.00     0.00     0.00 -1 -5.84e-11      0.00 7.500e-01 2.498e-01 2.711e-05 8.482e-06 6.993e-05 -1.000 1.637e-04 0.244 0.252 0.642 -0.321
0.00015547 -2.00000 10.00000 0.8423305154 2.4326771303    0.837  1.856  3.7114  2.303    3  0.000  0.518     0.00     0.00     0.00     0.00     0.00 -1 -6.88e-11      0.00 7.500e-01 2.498e-01 2.711e-05 8.484e-06 6.994e-05 -1.000 1.636e-04 0.130 0.141 0.534 -0.436
0.00015547 -2.00000 10.00000 0.8424334526 2.4327090995    0.837  1.900  3.7097  2.251    3  0.000  0.518     0.00     0.00     0.00     0.00     0.00 -1  -8.1e-11      0.00 7.500e-01 2.498e-01 2.710e-05 8.485e-06 6.994e-05 -1.000 1.637e-04 0.019 0.031 0.429 -0.550
0.00015547 -2.00000 10.00000 0.8425297141 2.4327389873    0.837  1.946  3.7080  2.199    3  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1 -9.54e-11      0.00 7.500e-01 2.498e-01 2.710e-05 8.487e-06 6.994e-05 -1.000 1.637e-04 -0.094 -0.079 0.322 -0.664
0.00015547 -2.00000 10.00000 0.8426175714 2.4327662588    0.836  1.990  3.7063  2.147    3  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1 -1.12e-10      0.00 7.500e-01 2.498e-01 2.710e-05 8.488e-06 6.994e-05 -1.000 1.636e-04 -0.206 -0.189 0.217 -0.777
0.00015547 -2.00000 10.00000 0.8426954746 2.4327904350    0.836  2.033  3.7045  2.097    3  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-10      0.00 7.500e-01 2.498e-01 2.710e-05 8.489e-06 6.994e-05 -1.000 1.637e-04 -0.313 -0.293 0.116 -0.886
0.00015547 -2.00000 10.00000 0.8427672386 2.4328127015    0.836  2.076  3.7028  2.047    3  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1 -1.53e-10      0.00 7.500e-01 2.498e-01 2.710e-05 8.490e-06 6.994e-05 -1.000 1.636e-04 -0.420 -0.398 0.016 -0.994
0.00015547 -2.00000 10.00000 0.8428345919 2.4328335955    0.835  2.119  3.7011  1.997    3  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1 -1.79e-10      0.00 7.500e-01 2.498e-01 2.710e-05 8.491e-06 6.994e-05 -1.000 1.637e-04 -0.527 -0.503 -0.085 -1.103
0.00015547 -2.00000 10.00000 0.8428950906 2.4328523598    0.835  2.160  3.6993  1.949    3  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1 -2.09e-10      0.00 7.500e-01 2.499e-01 2.710e-05 8.492e-06 6.994e-05 -1.000 1.637e-04 -0.631 -0.604 -0.181 -1.208
0.00015547 -2.00000 10.00000 0.8429557085 2.4328711580    0.834  2.203  3.6976  1.898    3  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1 -2.45e-10      0.00 7.500e-01 2.499e-01 2.710e-05 8.493e-06 6.994e-05 -1.000 1.637e-04 -0.738 -0.708 -0.281 -1.317
0.00015547 -2.00000 10.00000 0.8430193663 2.4328908955    0.834  2.241  3.6961  1.854    3  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1 -2.81e-10      0.00 7.500e-01 2.499e-01 2.710e-05 8.494e-06 6.994e-05 -1.000 1.637e-04 -0.832 -0.800 -0.368 -1.412
0.00015547 -2.00000 10.00000 0.8430525661 2.4329011879    0.833  2.255  3.6955  1.838    3  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1 -2.98e-10      0.00 7.500e-01 2.499e-01 2.710e-05 8.495e-06 6.994e-05 -1.000 1.637e-04 -0.868 -0.835 -0.402 -1.449
